year,price,transmission,mileage,fuelType,engineSize
2019,33599.0,Semi-Auto,1000.0,Petrol,2.0
2015,16798.0,Semi-Auto,32409.0,Diesel,2.1
2019,24899.0,Semi-Auto,3335.0,Diesel,2.0
2019,39290.0,Semi-Auto,4651.0,Petrol,3.0
2019,28332.0,Automatic,7866.0,Diesel,2.0
2015,13999.0,Manual,42407.0,Diesel,2.1
2015,22402.0,Semi-Auto,21123.0,Diesel,2.1
2020,32480.0,Semi-Auto,16.0,Diesel,2.0
2019,19699.0,Semi-Auto,15020.0,Petrol,1.5
2017,21011.0,Semi-Auto,18955.0,Diesel,2.1
2019,36980.0,Semi-Auto,8610.0,Petrol,3.0
2017,25824.0,Semi-Auto,16496.0,Diesel,2.1
2017,22767.0,Automatic,30676.0,Diesel,2.1
2019,31980.0,Automatic,1873.0,Diesel,2.0
2016,19799.0,Manual,16225.0,Petrol,2.0
2012,7573.0,Manual,59512.0,Petrol,1.8
2019,65000.0,Semi-Auto,3398.0,Petrol,4.0
2019,28998.0,Semi-Auto,5116.0,Diesel,2.0
2015,15790.0,Semi-Auto,19830.0,Petrol,2.0
2017,22995.0,Semi-Auto,21590.0,Petrol,2.0
2016,19698.0,Semi-Auto,13115.0,Hybrid,2.0
2019,25149.0,Semi-Auto,13157.0,Petrol,1.5
2019,24549.0,Semi-Auto,14642.0,Petrol,1.5
2019,23900.0,Automatic,6000.0,Petrol,1.5
2015,16950.0,Automatic,20000.0,Hybrid,2.2
2019,28800.0,Automatic,6000.0,Petrol,2.0
2014,14490.0,Semi-Auto,59884.0,Diesel,2.1
2019,29980.0,Semi-Auto,6073.0,Diesel,2.0
2019,25480.0,Semi-Auto,12016.0,Petrol,1.5
2016,20480.0,Semi-Auto,20169.0,Diesel,2.1
2019,24980.0,Automatic,15000.0,Diesel,1.6
2019,31699.0,Semi-Auto,9839.0,Diesel,2.0
2017,19890.0,Automatic,26878.0,Petrol,2.0
2019,25199.0,Semi-Auto,5910.0,Petrol,1.6
2019,31650.0,Automatic,7546.0,Petrol,2.0
2019,19799.0,Semi-Auto,14301.0,Petrol,1.5
2018,23389.0,Semi-Auto,12745.0,Diesel,2.0
2019,20480.0,Semi-Auto,6459.0,Petrol,1.5
2015,13260.0,Automatic,79950.0,Hybrid,2.1
2016,25532.0,Automatic,15129.0,Petrol,2.0
2018,18899.0,Semi-Auto,13924.0,Petrol,1.5
2019,28799.0,Semi-Auto,12030.0,Petrol,1.5
2019,34649.0,Semi-Auto,1000.0,Diesel,2.0
2019,21998.0,Semi-Auto,14576.0,Petrol,1.5
2019,25249.0,Semi-Auto,10597.0,Petrol,1.5
2017,20998.0,Semi-Auto,42036.0,Diesel,2.1
2019,28990.0,Automatic,5450.0,Diesel,2.0
2013,14000.0,Semi-Auto,34998.0,Diesel,2.1
2017,14307.0,Manual,25820.0,Petrol,2.0
2020,53669.0,Semi-Auto,1000.0,Petrol,3.0
2017,16995.0,Semi-Auto,30256.0,Diesel,2.1
2017,18999.0,Automatic,23637.0,Diesel,2.1
2014,14601.0,Semi-Auto,60000.0,Diesel,2.1
2019,20349.0,Semi-Auto,13910.0,Petrol,1.5
2019,30999.0,Automatic,4999.0,Petrol,1.5
2019,34579.0,Semi-Auto,1000.0,Petrol,1.5
2016,15399.0,Automatic,49586.0,Diesel,2.1
2016,17822.0,Semi-Auto,19682.0,Diesel,2.1
2019,30749.0,Semi-Auto,2000.0,Petrol,2.0
2016,16400.0,Automatic,46479.0,Diesel,2.1
2019,26981.0,Automatic,7931.0,Diesel,2.0
2019,32995.0,Automatic,6638.0,Petrol,2.0
2019,66990.0,Automatic,9625.0,Petrol,4.0
2015,12672.0,Manual,44121.0,Diesel,2.1
2019,20449.0,Semi-Auto,13755.0,Diesel,2.0
2019,30699.0,Semi-Auto,9914.0,Diesel,2.0
2019,27995.0,Automatic,5783.0,Diesel,2.0
2013,10199.0,Manual,58654.0,Diesel,2.1
2017,24500.0,Automatic,16000.0,Diesel,2.1
2019,23799.0,Automatic,5762.0,Petrol,1.5
2019,26789.0,Semi-Auto,4680.0,Petrol,1.5
2011,6995.0,Automatic,120899.0,Petrol,1.8
2019,28480.0,Semi-Auto,4665.0,Petrol,2.0
2016,23060.0,Semi-Auto,27830.0,Diesel,2.1
2019,29995.0,Automatic,14.0,Petrol,2.0
2018,26595.0,Semi-Auto,10040.0,Diesel,2.0
2018,25000.0,Automatic,11048.0,Diesel,2.1
2019,27699.0,Semi-Auto,5426.0,Petrol,1.5
2019,29450.0,Automatic,7275.0,Diesel,2.0
2016,17590.0,Automatic,13020.0,Petrol,2.0
2019,24199.0,Semi-Auto,9361.0,Petrol,1.5
2019,40599.0,Semi-Auto,8000.0,Petrol,3.0
2019,38289.0,Automatic,1000.0,Diesel,2.0
2019,20299.0,Semi-Auto,14144.0,Petrol,1.5
2018,22991.0,Automatic,12000.0,Petrol,1.5
2015,13990.0,Automatic,29000.0,Diesel,2.1
2013,11900.0,Semi-Auto,33925.0,Petrol,1.6
2017,17900.0,Automatic,13492.0,Diesel,2.1
2019,28749.0,Automatic,5099.0,Diesel,2.1
2017,30999.0,Automatic,26000.0,Petrol,3.0
2019,26190.0,Automatic,7126.0,Petrol,1.5
2015,13490.0,Automatic,52000.0,Petrol,2.0
2019,31499.0,Semi-Auto,6618.0,Diesel,2.0
2019,30492.0,Automatic,3592.0,Petrol,2.0
2016,14499.0,Manual,11638.0,Diesel,2.1
2019,20299.0,Semi-Auto,14855.0,Diesel,2.0
2019,33799.0,Semi-Auto,5669.0,Diesel,2.0
2019,20299.0,Semi-Auto,14496.0,Petrol,1.5
2019,20249.0,Semi-Auto,10918.0,Petrol,1.5
2016,19300.0,Automatic,18903.0,Diesel,2.1
2015,15800.0,Automatic,46959.0,Hybrid,2.1
2019,26499.0,Semi-Auto,9419.0,Diesel,2.0
2017,23250.0,Automatic,15384.0,Petrol,2.0
2018,22500.0,Semi-Auto,10514.0,Petrol,1.5
2019,39995.0,Semi-Auto,9293.0,Petrol,3.0
2017,22995.0,Automatic,20362.0,Diesel,2.1
2016,18990.0,Automatic,23000.0,Diesel,2.1
2019,29980.0,Semi-Auto,2143.0,Diesel,1.6
2013,10999.0,Automatic,49085.0,Diesel,2.1
2016,16298.0,Semi-Auto,29201.0,Diesel,1.6
2018,18171.0,Semi-Auto,35517.0,Petrol,2.0
2015,11990.0,Automatic,47000.0,Diesel,2.1
2019,25389.0,Semi-Auto,2000.0,Petrol,1.5
2017,23332.0,Semi-Auto,13944.0,Diesel,2.1
2018,25900.0,Automatic,12072.0,Diesel,2.0
2019,31995.0,Semi-Auto,7992.0,Diesel,2.0
2019,35980.0,Semi-Auto,9.0,Diesel,2.0
2019,34499.0,Semi-Auto,2838.0,Petrol,2.0
2019,32940.0,Automatic,4999.0,Petrol,1.5
2019,31499.0,Automatic,3010.0,Diesel,2.0
2019,31990.0,Automatic,20.0,Petrol,1.5
2019,25649.0,Semi-Auto,8108.0,Petrol,1.5
2019,26499.0,Semi-Auto,11700.0,Petrol,1.5
2019,25699.0,Semi-Auto,11805.0,Petrol,1.5
2015,19990.0,Semi-Auto,12469.0,Diesel,2.1
2015,17999.0,Semi-Auto,15566.0,Petrol,2.0
2016,15391.0,Manual,9578.0,Diesel,2.1
2014,15990.0,Automatic,40997.0,Diesel,2.1
2019,28995.0,Automatic,4505.0,Diesel,2.0
2017,16498.0,Semi-Auto,29283.0,Diesel,2.1
2019,30889.0,Automatic,8500.0,Diesel,2.0
2019,19799.0,Semi-Auto,14133.0,Petrol,1.5
2019,24799.0,Automatic,6370.0,Petrol,1.5
2013,11499.0,Automatic,40490.0,Diesel,2.1
2019,26249.0,Semi-Auto,8588.0,Petrol,1.5
2019,27280.0,Semi-Auto,7268.0,Petrol,1.5
2018,20890.0,Semi-Auto,3033.0,Petrol,1.5
2018,33690.0,Semi-Auto,12055.0,Petrol,4.0
2017,20612.0,Semi-Auto,27526.0,Diesel,2.1
2019,20299.0,Semi-Auto,14184.0,Petrol,1.5
2017,19299.0,Semi-Auto,30577.0,Diesel,2.1
2016,17148.0,Automatic,34794.0,Diesel,2.1
2018,34990.0,Automatic,19500.0,Petrol,3.0
2019,26995.0,Semi-Auto,1.0,Diesel,1.6
2017,19950.0,Automatic,30000.0,Petrol,2.0
2019,20399.0,Semi-Auto,13334.0,Petrol,1.5
2019,23290.0,Automatic,4693.0,Petrol,1.5
2017,24990.0,Automatic,6668.0,Diesel,2.1
2017,23415.0,Semi-Auto,6955.0,Diesel,2.1
2019,59995.0,Semi-Auto,1400.0,Petrol,4.0
2016,17250.0,Automatic,28192.0,Diesel,2.1
2015,14690.0,Semi-Auto,68647.0,Diesel,2.1
2018,26625.0,Automatic,7175.0,Diesel,2.0
2017,18998.0,Automatic,42986.0,Diesel,2.1
2017,18000.0,Automatic,16747.0,Diesel,2.1
2017,46950.0,Automatic,20894.0,Petrol,4.0
2018,19499.0,Automatic,10493.0,Diesel,2.1
2013,9298.0,Semi-Auto,80485.0,Diesel,2.1
2015,16990.0,Automatic,42000.0,Diesel,2.1
2020,33990.0,Semi-Auto,100.0,Diesel,2.0
2019,24899.0,Semi-Auto,12437.0,Petrol,1.5
2019,25699.0,Semi-Auto,11738.0,Petrol,1.5
2017,16750.0,Automatic,33000.0,Diesel,2.1
2019,39995.0,Semi-Auto,3560.0,Petrol,3.0
2016,17992.0,Semi-Auto,14160.0,Diesel,2.1
2019,25799.0,Semi-Auto,14944.0,Petrol,1.5
2019,26176.0,Semi-Auto,14232.0,Petrol,1.5
2018,28199.0,Semi-Auto,9252.0,Diesel,2.0
2018,20250.0,Automatic,84205.0,Diesel,1.6
2016,19995.0,Automatic,29000.0,Diesel,2.1
2017,21565.0,Automatic,39447.0,Petrol,2.0
2014,15698.0,Semi-Auto,39920.0,Diesel,2.1
2019,39400.0,Semi-Auto,11838.0,Petrol,3.0
2019,27499.0,Semi-Auto,1211.0,Diesel,1.6
2019,23995.0,Automatic,14141.0,Petrol,1.5
2016,18600.0,Automatic,29173.0,Diesel,2.1
2013,10977.0,Automatic,72000.0,Diesel,2.1
2017,23124.0,Automatic,22811.0,Petrol,2.0
2019,30500.0,Semi-Auto,3180.0,Diesel,2.0
2019,25849.0,Semi-Auto,10977.0,Petrol,1.5
2020,28490.0,Semi-Auto,16388.0,Diesel,2.0
2016,20995.0,Semi-Auto,14909.0,Diesel,2.1
2019,23624.0,Automatic,12951.0,Diesel,2.0
2014,11149.0,Semi-Auto,39173.0,Diesel,2.1
2020,33991.0,Semi-Auto,1000.0,Diesel,2.0
2017,24998.0,Semi-Auto,28234.0,Petrol,2.0
2018,20885.0,Semi-Auto,22773.0,Diesel,2.1
2017,23700.0,Automatic,19832.0,Diesel,2.1
2019,33490.0,Semi-Auto,2440.0,Diesel,2.0
2019,33000.0,Automatic,2850.0,Petrol,2.0
2015,12000.0,Automatic,40005.0,Diesel,2.1
2019,67159.0,Automatic,883.0,Petrol,4.0
2017,24995.0,Automatic,19500.0,Diesel,2.1
2017,33000.0,Semi-Auto,10439.0,Petrol,3.0
2016,20000.0,Automatic,21425.0,Diesel,2.1
2016,21499.0,Automatic,26741.0,Diesel,2.1
2019,26480.0,Semi-Auto,13708.0,Diesel,2.0
2017,13392.0,Automatic,102000.0,Diesel,2.1
2019,24748.0,Automatic,13479.0,Petrol,1.5
2019,28899.0,Semi-Auto,9000.0,Petrol,2.0
2016,12295.0,Automatic,113770.0,Hybrid,2.0
2016,32890.0,Automatic,23485.0,Petrol,3.0
2019,20480.0,Semi-Auto,14568.0,Petrol,1.5
2017,19199.0,Semi-Auto,25639.0,Diesel,2.1
2019,30000.0,Semi-Auto,9062.0,Diesel,2.0
2014,8200.0,Manual,80047.0,Diesel,2.1
2014,14990.0,Semi-Auto,57499.0,Diesel,2.1
2018,22595.0,Semi-Auto,14389.0,Diesel,2.1
2013,8250.0,Automatic,63555.0,Petrol,1.6
2017,23749.0,Semi-Auto,12000.0,Diesel,2.1
2019,28000.0,Semi-Auto,11549.0,Petrol,2.0
2015,17695.0,Automatic,64765.0,Diesel,2.1
2019,31000.0,Semi-Auto,13.0,Diesel,2.0
2019,24999.0,Automatic,6064.0,Diesel,2.0
2019,29000.0,Semi-Auto,6349.0,Petrol,1.5
2017,24360.0,Semi-Auto,14346.0,Diesel,2.1
2019,27000.0,Semi-Auto,10368.0,Diesel,2.0
2015,15400.0,Automatic,56118.0,Diesel,2.1
2019,25999.0,Semi-Auto,13269.0,Diesel,2.0
2017,24980.0,Automatic,18941.0,Diesel,2.1
2018,23400.0,Automatic,9861.0,Petrol,1.5
2016,17980.0,Semi-Auto,39025.0,Petrol,2.0
2019,19749.0,Semi-Auto,14517.0,Petrol,1.5
2018,22591.0,Semi-Auto,18551.0,Diesel,2.1
2015,16490.0,Semi-Auto,53126.0,Diesel,2.1
2019,25495.0,Semi-Auto,631.0,Diesel,2.1
2019,26495.0,Semi-Auto,3918.0,Diesel,2.0
2014,14600.0,Automatic,42949.0,Diesel,2.1
2013,9881.0,Automatic,50591.0,Petrol,1.6
2019,30740.0,Semi-Auto,7926.0,Diesel,2.0
2017,18981.0,Semi-Auto,25688.0,Diesel,2.1
2013,8751.0,Automatic,69493.0,Diesel,2.1
2015,18999.0,Automatic,28000.0,Diesel,2.1
2019,42000.0,Semi-Auto,3864.0,Petrol,3.0
2018,26950.0,Semi-Auto,10798.0,Diesel,2.0
2014,8999.0,Automatic,85699.0,Diesel,2.1
2018,21000.0,Automatic,29911.0,Diesel,2.1
2020,30444.0,Automatic,6000.0,Diesel,1.6
2019,31950.0,Automatic,2323.0,Diesel,2.0
2019,30666.0,Automatic,10062.0,Diesel,2.0
2016,18600.0,Automatic,32897.0,Diesel,2.1
2017,18998.0,Semi-Auto,26866.0,Diesel,2.1
2017,16400.0,Automatic,31681.0,Diesel,2.1
2017,18358.0,Automatic,39413.0,Diesel,2.1
2018,23890.0,Semi-Auto,8194.0,Diesel,2.0
2017,16490.0,Semi-Auto,17000.0,Diesel,2.1
2019,24049.0,Semi-Auto,12880.0,Diesel,2.0
2017,21999.0,Semi-Auto,10288.0,Petrol,2.0
2016,21500.0,Semi-Auto,37188.0,Diesel,2.1
2018,22849.0,Automatic,11163.0,Petrol,1.5
2018,27498.0,Semi-Auto,12170.0,Diesel,2.0
2016,16879.0,Automatic,74252.0,Hybrid,2.0
2015,13500.0,Automatic,62000.0,Diesel,2.1
2018,23149.0,Semi-Auto,17000.0,Diesel,2.1
2019,27250.0,Semi-Auto,10871.0,Diesel,2.0
2019,31980.0,Semi-Auto,9.0,Diesel,2.0
2017,17999.0,Semi-Auto,29000.0,Diesel,2.1
2015,29990.0,Automatic,56000.0,Petrol,4.0
2018,18699.0,Automatic,37763.0,Diesel,2.1
2018,30022.0,Automatic,6061.0,Diesel,2.0
2016,18498.0,Semi-Auto,30490.0,Hybrid,2.0
2016,17491.0,Automatic,18500.0,Diesel,2.1
2014,15971.0,Semi-Auto,14354.0,Petrol,2.0
2015,13448.0,Semi-Auto,31878.0,Diesel,2.1
2019,19749.0,Semi-Auto,14730.0,Petrol,1.5
2017,14990.0,Semi-Auto,27424.0,Diesel,2.1
2019,29899.0,Semi-Auto,4405.0,Diesel,2.0
2016,16341.0,Automatic,61225.0,Hybrid,2.0
2018,18750.0,Automatic,20512.0,Petrol,2.0
2018,24799.0,Semi-Auto,20087.0,Petrol,2.0
2019,27490.0,Automatic,3098.0,Petrol,2.0
2019,25949.0,Semi-Auto,10272.0,Petrol,1.5
2019,20449.0,Semi-Auto,14005.0,Diesel,2.0
2019,45980.0,Semi-Auto,2617.0,Petrol,3.0
2016,20192.0,Automatic,34000.0,Diesel,2.1
2016,16980.0,Semi-Auto,17259.0,Diesel,2.1
2019,31899.0,Semi-Auto,4388.0,Petrol,1.5
2019,28499.0,Semi-Auto,15096.0,Diesel,2.0
2017,18299.0,Semi-Auto,35431.0,Diesel,2.1
2019,20499.0,Semi-Auto,13441.0,Diesel,2.0
2017,13100.0,Manual,22716.0,Petrol,2.0
2019,29500.0,Semi-Auto,6922.0,Petrol,2.0
2016,20780.0,Semi-Auto,31246.0,Diesel,2.1
2018,19995.0,Semi-Auto,19870.0,Petrol,2.0
2019,44990.0,Automatic,19999.0,Petrol,4.0
2015,10700.0,Semi-Auto,58724.0,Diesel,2.1
2017,19998.0,Semi-Auto,23690.0,Diesel,2.1
2018,23522.0,Semi-Auto,15488.0,Petrol,1.5
2019,26440.0,Semi-Auto,16684.0,Diesel,1.6
2019,28980.0,Semi-Auto,16543.0,Petrol,2.0
2014,10995.0,Semi-Auto,39802.0,Diesel,2.1
2020,46800.0,Semi-Auto,4384.0,Hybrid,2.0
2016,13800.0,Automatic,47915.0,Diesel,2.1
2019,24690.0,Semi-Auto,15210.0,Petrol,1.5
2019,19980.0,Semi-Auto,13936.0,Petrol,1.5
2019,28399.0,Semi-Auto,3061.0,Petrol,1.5
2019,28699.0,Semi-Auto,1900.0,Petrol,1.5
2016,17600.0,Automatic,28389.0,Diesel,2.1
2018,27299.0,Semi-Auto,3150.0,Diesel,2.0
2017,19980.0,Semi-Auto,22422.0,Diesel,2.1
2019,25999.0,Semi-Auto,12353.0,Diesel,2.0
2017,17490.0,Automatic,20000.0,Diesel,2.1
2015,12000.0,Automatic,40005.0,Diesel,2.1
2019,25316.0,Semi-Auto,12695.0,Petrol,1.5
2017,17499.0,Automatic,35652.0,Hybrid,2.0
2017,17998.0,Semi-Auto,22349.0,Petrol,2.0
2019,27698.0,Semi-Auto,14999.0,Diesel,2.0
2019,25749.0,Semi-Auto,11397.0,Petrol,1.5
2016,14999.0,Automatic,41358.0,Diesel,2.1
2016,20444.0,Automatic,24357.0,Diesel,2.1
2019,27950.0,Semi-Auto,6004.0,Diesel,2.0
2017,24289.0,Semi-Auto,13716.0,Diesel,2.1
2017,16950.0,Automatic,22000.0,Diesel,2.1
2015,15135.0,Semi-Auto,40312.0,Petrol,2.0
2016,16200.0,Manual,23216.0,Diesel,1.6
2018,19798.0,Automatic,38508.0,Diesel,2.1
2018,39991.0,Automatic,9000.0,Petrol,3.0
2019,28299.0,Semi-Auto,5005.0,Diesel,2.0
2019,28989.0,Automatic,1409.0,Diesel,2.0
2015,12000.0,Automatic,40005.0,Diesel,2.1
2019,23489.0,Semi-Auto,14100.0,Diesel,2.0
2017,17400.0,Automatic,17980.0,Diesel,2.1
2017,19890.0,Automatic,30281.0,Diesel,2.1
2019,25890.0,Automatic,10454.0,Diesel,2.0
2018,19999.0,Automatic,9705.0,Diesel,2.1
2017,31692.0,Automatic,38545.0,Petrol,3.0
2015,11850.0,Semi-Auto,39877.0,Diesel,2.1
2015,15890.0,Semi-Auto,54000.0,Diesel,2.1
2016,13800.0,Automatic,69505.0,Diesel,2.1
2014,12495.0,Automatic,20000.0,Petrol,1.6
2016,19599.0,Automatic,38154.0,Hybrid,2.1
2016,15495.0,Automatic,72676.0,Hybrid,2.0
2018,24199.0,Semi-Auto,6812.0,Diesel,2.0
2010,5999.0,Manual,68000.0,Diesel,2.1
2016,13998.0,Manual,22117.0,Petrol,2.0
2019,23990.0,Automatic,14271.0,Petrol,1.5
2019,24790.0,Automatic,10637.0,Diesel,2.0
2019,18998.0,Semi-Auto,14006.0,Petrol,1.5
2018,22000.0,Semi-Auto,10998.0,Petrol,1.5
2019,23740.0,Semi-Auto,13046.0,Diesel,2.0
2017,19480.0,Semi-Auto,31822.0,Hybrid,2.0
2018,17999.0,Automatic,38169.0,Diesel,2.1
2015,16729.0,Automatic,30701.0,Diesel,2.1
2019,26499.0,Semi-Auto,12781.0,Diesel,2.0
2017,22162.0,Semi-Auto,48142.0,Diesel,2.1
2015,15990.0,Automatic,26400.0,Petrol,2.0
2019,28480.0,Semi-Auto,13435.0,Diesel,2.0
2018,26295.0,Semi-Auto,10069.0,Diesel,2.0
2016,16991.0,Semi-Auto,28500.0,Diesel,2.1
2019,29990.0,Automatic,4850.0,Diesel,2.0
2016,14799.0,Manual,38764.0,Diesel,2.1
2017,30995.0,Automatic,22191.0,Petrol,3.0
2016,16200.0,Automatic,37843.0,Diesel,2.1
2019,29980.0,Semi-Auto,5428.0,Diesel,2.0
2015,10795.0,Manual,73770.0,Diesel,2.1
2019,19799.0,Semi-Auto,14297.0,Petrol,1.5
2018,20495.0,Semi-Auto,24158.0,Diesel,2.1
2019,30498.0,Semi-Auto,4977.0,Diesel,2.0
2019,24799.0,Automatic,508.0,Petrol,1.5
2019,20549.0,Semi-Auto,13243.0,Diesel,2.0
2019,29749.0,Semi-Auto,6118.0,Diesel,2.0
2020,30980.0,Semi-Auto,3999.0,Diesel,2.0
2016,20498.0,Semi-Auto,27968.0,Diesel,2.1
2019,24999.0,Automatic,5448.0,Diesel,2.1
2019,29499.0,Automatic,1676.0,Diesel,2.0
2017,19000.0,Automatic,49936.0,Hybrid,2.1
2016,18268.0,Automatic,24227.0,Diesel,2.1
2015,19995.0,Automatic,57900.0,Diesel,2.1
2018,18700.0,Automatic,28629.0,Diesel,2.1
2010,7990.0,Automatic,66000.0,Diesel,2.1
2017,23000.0,Semi-Auto,19000.0,Petrol,2.0
2015,15899.0,Automatic,48361.0,Hybrid,2.0
2018,21695.0,Automatic,8090.0,Petrol,1.5
2019,26940.0,Automatic,4600.0,Diesel,2.0
2015,16700.0,Automatic,35125.0,Diesel,2.1
2018,21498.0,Automatic,12123.0,Diesel,2.1
2019,38596.0,Semi-Auto,2055.0,Petrol,3.0
2017,24698.0,Semi-Auto,28631.0,Diesel,2.1
2019,25849.0,Semi-Auto,6880.0,Petrol,1.5
2017,21124.0,Semi-Auto,28023.0,Diesel,2.1
2019,20499.0,Semi-Auto,13490.0,Diesel,2.0
2017,18433.0,Semi-Auto,34278.0,Diesel,2.1
2019,26490.0,Automatic,14696.0,Diesel,2.0
2017,22489.0,Automatic,33412.0,Petrol,2.0
2016,19999.0,Automatic,30497.0,Hybrid,2.0
2019,25695.0,Semi-Auto,2000.0,Petrol,1.5
2019,24299.0,Semi-Auto,11403.0,Diesel,2.0
2019,27999.0,Automatic,2000.0,Petrol,1.5
2015,10610.0,Manual,83047.0,Diesel,1.6
2015,14298.0,Manual,36643.0,Petrol,2.0
2019,27924.0,Semi-Auto,9249.0,Diesel,2.0
2017,23180.0,Automatic,5822.0,Petrol,2.0
2017,40489.0,Automatic,23218.0,Petrol,4.0
2019,23994.0,Automatic,12794.0,Petrol,1.5
2015,8692.0,Manual,150000.0,Diesel,2.1
2016,19990.0,Automatic,35000.0,Diesel,2.1
2019,25699.0,Semi-Auto,11793.0,Petrol,1.5
2020,38980.0,Semi-Auto,3999.0,Petrol,3.0
2017,18240.0,Semi-Auto,44118.0,Hybrid,2.0
2019,24998.0,Semi-Auto,9344.0,Diesel,2.0
2018,50799.0,Automatic,639.0,Petrol,4.0
2016,14739.0,Manual,15664.0,Petrol,2.0
2019,26998.0,Semi-Auto,6926.0,Diesel,2.0
2016,18790.0,Semi-Auto,25441.0,Hybrid,2.0
2017,22999.0,Semi-Auto,12000.0,Petrol,2.0
2019,22980.0,Manual,7410.0,Diesel,1.6
2019,23399.0,Automatic,3950.0,Petrol,1.5
2016,18150.0,Semi-Auto,41356.0,Diesel,2.1
2019,67699.0,Automatic,544.0,Petrol,4.0
2019,63495.0,Automatic,500.0,Petrol,4.0
2013,9991.0,Manual,39187.0,Petrol,1.6
2019,27099.0,Semi-Auto,2500.0,Petrol,1.5
2019,31740.0,Automatic,4999.0,Diesel,2.0
2013,23000.0,Semi-Auto,43442.0,Petrol,6.2
2018,33890.0,Semi-Auto,9290.0,Petrol,3.0
2019,29290.0,Semi-Auto,4703.0,Diesel,2.0
2019,30799.0,Semi-Auto,8947.0,Diesel,2.0
2017,22399.0,Semi-Auto,19906.0,Petrol,2.0
2019,29900.0,Semi-Auto,1342.0,Petrol,2.0
2015,15700.0,Automatic,36078.0,Diesel,2.1
2019,33699.0,Semi-Auto,246.0,Petrol,2.0
2018,29498.0,Semi-Auto,6198.0,Diesel,2.0
2019,26899.0,Automatic,796.0,Petrol,1.5
2019,25338.0,Semi-Auto,12566.0,Diesel,1.6
2017,13321.0,Semi-Auto,61305.0,Diesel,1.6
2017,18896.0,Semi-Auto,16323.0,Diesel,2.1
2020,30500.0,Semi-Auto,999.0,Diesel,2.0
2019,31599.0,Semi-Auto,5800.0,Petrol,1.5
2014,13390.0,Semi-Auto,43793.0,Petrol,2.0
2019,20999.0,Semi-Auto,12394.0,Diesel,2.0
2019,20299.0,Semi-Auto,14298.0,Petrol,1.5
2017,43949.0,Semi-Auto,14263.0,Petrol,4.0
2016,13900.0,Manual,26108.0,Petrol,2.0
2017,18999.0,Automatic,20408.0,Diesel,2.1
2015,13000.0,Automatic,78070.0,Diesel,2.1
2019,25599.0,Semi-Auto,2648.0,Petrol,1.5
2019,28990.0,Automatic,5000.0,Petrol,1.6
2020,41900.0,Automatic,1000.0,Petrol,3.0
2020,34500.0,Semi-Auto,100.0,Diesel,2.0
2017,23056.0,Automatic,23378.0,Diesel,2.1
2016,18280.0,Semi-Auto,36946.0,Diesel,2.1
2019,59830.0,Automatic,6234.0,Petrol,4.0
2013,7250.0,Manual,106000.0,Diesel,2.1
2019,27999.0,Automatic,3817.0,Diesel,1.6
2018,39000.0,Semi-Auto,7011.0,Petrol,3.0
2019,25500.0,Semi-Auto,7000.0,Diesel,2.0
2015,11295.0,Manual,114970.0,Diesel,2.1
2015,14698.0,Semi-Auto,23063.0,Diesel,2.1
2019,36791.0,Automatic,1765.0,Petrol,1.5
2016,16020.0,Manual,11972.0,Diesel,1.6
2016,22890.0,Semi-Auto,20077.0,Diesel,2.1
2017,31750.0,Automatic,18075.0,Petrol,3.0
2019,25849.0,Semi-Auto,13244.0,Diesel,2.0
2019,30055.0,Automatic,3686.0,Diesel,2.0
2017,19495.0,Semi-Auto,17257.0,Petrol,2.0
2019,24600.0,Semi-Auto,9174.0,Petrol,1.5
2017,24498.0,Automatic,21650.0,Diesel,2.1
2016,17480.0,Automatic,23109.0,Petrol,2.0
2019,45980.0,Semi-Auto,4504.0,Petrol,3.0
2015,12000.0,Automatic,40005.0,Diesel,2.1
2015,15604.0,Manual,31435.0,Diesel,2.1
2011,9950.0,Automatic,68000.0,Diesel,2.1
2016,20503.0,Automatic,80612.0,Petrol,2.0
2018,27698.0,Semi-Auto,10579.0,Diesel,2.0
2019,23490.0,Automatic,16926.0,Petrol,1.5
2019,20676.0,Automatic,14163.0,Diesel,2.0
2019,26699.0,Semi-Auto,6718.0,Petrol,1.5
2016,16998.0,Automatic,59208.0,Hybrid,2.1
2017,23300.0,Automatic,21154.0,Petrol,2.0
2017,19900.0,Automatic,40000.0,Diesel,2.1
2016,13295.0,Automatic,86620.0,Hybrid,2.0
2018,27980.0,Semi-Auto,13199.0,Diesel,2.0
2016,14795.0,Automatic,99470.0,Diesel,2.1
2019,33995.0,Automatic,4788.0,Petrol,2.0
2017,16600.0,Automatic,45277.0,Diesel,2.1
2016,18400.0,Automatic,23907.0,Diesel,2.1
2018,22899.0,Automatic,11124.0,Petrol,1.5
2019,31199.0,Automatic,3435.0,Diesel,2.0
2018,24222.0,Semi-Auto,9305.0,Diesel,2.1
2017,19240.0,Semi-Auto,33022.0,Diesel,2.1
2016,14000.0,Automatic,45000.0,Diesel,2.1
2016,16000.0,Automatic,67490.0,Hybrid,2.0
2016,15499.0,Automatic,38748.0,Diesel,2.1
2019,29980.0,Semi-Auto,1998.0,Petrol,1.5
2020,39900.0,Automatic,600.0,Diesel,2.0
2019,23250.0,Semi-Auto,9169.0,Petrol,1.5
2017,23572.0,Automatic,18495.0,Diesel,2.1
2019,29999.0,Semi-Auto,1683.0,Diesel,2.0
2016,19999.0,Semi-Auto,17807.0,Petrol,2.0
